Age,Income,Gender,Education,PurchaseAmount,Membership,Churn
29,36354.12,Male,Master,359.67,Gold,0
20,82148.11,Female,High School,608.84,Silver,0
18,80701.37,Female,Master,1368.01,Gold,0
50,50616.56,Other,PhD,235.65,Gold,1
57,65937.05,Female,Bachelor,615.71,Bronze,0
27,67410.45,Female,Master,322.83,Gold,0
60,63910.11,Male,Master,561.04,Gold,0
61,51745.42,Male,High School,719.62,Gold,0
46,49925.65,Male,PhD,23.26,Gold,0
30,59616.69,Male,Master,520.08,Silver,0
29,77590.94,Male,Master,128.57,Platinum,0
48,68154.0,Male,Master,554.38,Bronze,0
63,54440.79,Male,Master,315.87,Gold,0
19,71575.48,Other,Bachelor,742.62,Gold,1
68,17271.86,Other,PhD,65.85,Silver,1
67,77231.49,Other,High School,492.18,Platinum,0
52,33904.29,Other,High School,163.19,Gold,0
40,54563.39,Male,Bachelor,958.6,Silver,0
34,43204.95,Other,PhD,1318.21,Bronze,1
43,40579.78,Male,Master,2813.17,Bronze,0
25,77412.4,Other,Bachelor,794.84,Gold,1
46,52984.48,Female,PhD,700.67,Gold,0
43,65197.56,Other,Master,121.35,Platinum,1
27,59296.19,Other,Bachelor,204.74,Platinum,1
43,67155.61,Male,PhD,313.38,Gold,1
51,61152.33,Other,High School,742.24,Silver,0
68,40755.12,Female,High School,1232.35,Platinum,0
58,74944.0,Male,PhD,104.83,Gold,0
24,52593.65,Male,High School,1277.88,Platinum,0
21,36651.27,Other,PhD,594.75,Gold,0
67,53578.27,Male,Master,471.79,Bronze,0
62,82511.4,Male,PhD,111.47,Gold,0
28,72753.33,Male,Master,28.56,Bronze,0
46,54770.22,Male,Bachelor,420.2,Platinum,0
53,54761.13,Male,PhD,527.08,Gold,0
42,55175.47,Male,Bachelor,118.36,Platinum,1
38,91151.22,Female,High School,406.48,Bronze,0
53,65729.03,Other,Master,970.69,Gold,0
27,66450.62,Female,PhD,901.1,Platinum,0
54,75454.25,Male,Bachelor,1311.09,Bronze,1
26,63581.84,Male,Master,227.76,Platinum,0
41,56114.37,Other,Master,191.4,Silver,0
52,57054.75,Female,High School,692.0,Bronze,0
66,58925.98,Other,High School,282.04,Bronze,0
52,59441.67,Female,Master,45.81,Bronze,0
65,70914.44,Male,Master,166.2,Gold,1
53,60779.19,Other,PhD,271.14,Gold,1
35,70989.6,Other,Master,173.02,Gold,0
66,58789.25,Male,PhD,201.89,Silver,0
56,61179.53,Other,Master,173.91,Silver,0
49,30026.99,Female,High School,21.19,Bronze,0
41,73744.92,Female,PhD,506.81,Silver,0
40,65197.33,Female,Bachelor,454.77,Platinum,0
49,74970.15,Female,High School,529.77,Bronze,1
54,16556.17,Male,PhD,106.79,Bronze,1
29,91325.62,Other,PhD,175.24,Platinum,0
66,57906.16,Female,Bachelor,483.29,Bronze,0
30,76622.74,Male,PhD,457.68,Silver,0
40,44401.41,Other,Master,352.94,Gold,0
42,69191.61,Other,Bachelor,215.71,Platinum,0
52,44198.77,Male,High School,1220.53,Silver,0
58,50643.47,Male,High School,207.58,Platinum,1
47,88710.47,Female,Master,304.05,Platinum,0
34,57139.76,Other,High School,566.78,Bronze,0
66,63261.49,Other,PhD,391.56,Bronze,0
37,73051.02,Male,PhD,213.0,Silver,0
65,67435.23,Other,Master,286.04,Platinum,0
42,62256.28,Female,High School,791.11,Bronze,0
39,65474.42,Other,High School,162.95,Bronze,0
30,96051.23,Male,Master,76.72,Platinum,0
36,59135.72,Male,Bachelor,187.83,Silver,0
66,63016.49,Female,High School,947.01,Silver,1
53,75759.82,Female,Bachelor,46.6,Platinum,0
29,76582.89,Other,High School,2395.51,Silver,0
58,77805.45,Other,High School,389.36,Bronze,0
36,69580.95,Male,High School,2094.74,Platinum,0
29,42854.93,Female,High School,1398.41,Bronze,0
26,84501.47,Female,PhD,301.48,Gold,1
24,42804.82,Female,Bachelor,110.63,Gold,1
45,64539.53,Other,Bachelor,90.09,Silver,0
31,48685.86,Female,High School,137.21,Gold,0
48,59037.92,Male,High School,619.17,Bronze,0
69,64931.44,Male,Bachelor,159.38,Gold,0
36,64820.36,Other,PhD,208.84,Bronze,0
64,66328.81,Other,Master,297.81,Silver,0
33,84205.67,Female,Master,1222.26,Silver,0
22,66803.01,Other,Bachelor,104.99,Bronze,0
52,56337.65,Male,High School,2.52,Gold,0
29,74461.31,Female,High School,30.99,Silver,1
42,77842.06,Male,PhD,1175.71,Platinum,0
69,41585.88,Female,Master,521.38,Silver,0
38,68961.0,Other,PhD,159.44,Gold,0
53,70517.59,Female,Master,97.52,Platinum,0
40,55536.55,Female,Bachelor,174.26,Gold,0
33,80635.6,Male,Master,60.97,Bronze,0
56,57749.17,Male,PhD,1419.65,Platinum,1
62,61883.65,Female,PhD,766.72,Gold,0
59,57403.92,Other,PhD,310.31,Platinum,0
56,60233.69,Other,Bachelor,1001.1,Gold,0
31,43555.87,Male,Master,143.48,Platinum,0
48,38399.24,Other,Master,631.37,Gold,0
22,83917.58,Male,PhD,969.43,Bronze,1
52,47295.58,Other,Master,220.63,Platinum,0
40,45129.11,Female,High School,708.3,Platinum,0
46,27699.15,Male,High School,174.83,Platinum,0
60,50415.57,Male,High School,177.52,Platinum,0
28,40153.65,Female,Master,56.62,Bronze,1
35,84630.23,Male,Bachelor,289.96,Platinum,1
64,75147.26,Other,Bachelor,654.13,Silver,0
29,49677.74,Other,Bachelor,1408.55,Bronze,0
26,93786.54,Male,Bachelor,462.91,Silver,0
27,74726.48,Other,High School,994.38,Platinum,0
61,55127.53,Male,High School,864.38,Gold,1
34,22508.91,Female,PhD,95.18,Silver,0
55,94364.14,Male,Master,332.59,Platinum,0
24,39156.41,Female,Master,62.17,Silver,0
63,35319.02,Other,Bachelor,573.09,Platinum,1
30,75338.56,Female,High School,1496.86,Platinum,0
57,96596.29,Other,Bachelor,73.72,Platinum,0
59,80764.09,Male,PhD,661.91,Gold,0
26,68458.64,Other,Master,500.16,Silver,1
67,68921.32,Male,Master,438.06,Bronze,0
44,72801.23,Male,Bachelor,247.25,Bronze,0
19,71383.93,Female,PhD,219.35,Bronze,0
22,64217.87,Female,Master,23.15,Bronze,0
46,61563.02,Female,PhD,122.89,Platinum,0
54,59061.1,Female,PhD,7.65,Silver,1
55,48690.53,Other,Bachelor,435.44,Silver,0
36,55789.87,Other,High School,55.94,Gold,0
25,34605.65,Other,Bachelor,1031.86,Silver,0
65,58524.91,Male,High School,370.27,Silver,0
62,45171.13,Other,PhD,601.47,Silver,1
18,43446.16,Other,High School,264.54,Gold,0
39,62698.41,Other,PhD,411.15,Bronze,0
69,80880.03,Female,Master,1429.37,Silver,0
34,73774.75,Other,Master,43.18,Gold,0
24,36442.49,Male,Master,146.47,Gold,0
42,45155.58,Female,Bachelor,757.04,Platinum,0
62,74111.57,Male,Bachelor,51.98,Gold,0
21,45262.69,Other,PhD,39.34,Bronze,0
53,56630.5,Female,Master,224.35,Silver,0
23,68250.78,Male,Bachelor,48.35,Gold,0
48,45474.83,Other,Master,439.83,Bronze,1
36,61580.63,Male,Bachelor,128.27,Gold,0
61,39989.62,Male,High School,1130.23,Gold,0
56,50979.49,Male,High School,765.08,Gold,0
44,64796.73,Other,Master,601.5,Gold,0
27,36105.09,Other,PhD,479.79,Gold,0
43,66607.12,Male,Bachelor,995.59,Bronze,0
36,59705.43,Female,Bachelor,126.2,Silver,0
56,68287.35,Female,High School,1032.21,Silver,1
20,63358.71,Other,High School,779.12,Silver,0
62,80462.11,Other,PhD,689.48,Silver,0
30,61878.37,Other,PhD,411.92,Bronze,0
67,53558.92,Other,PhD,141.34,Platinum,0
45,61834.46,Other,Master,275.43,Platinum,0
37,68149.47,Female,High School,788.9,Bronze,0
45,60732.9,Other,Master,16.15,Bronze,0
25,60608.88,Male,High School,761.75,Gold,1
58,49470.12,Male,High School,137.26,Gold,0
56,50056.49,Female,Bachelor,77.92,Gold,0
18,38960.92,Male,High School,61.48,Silver,1
20,86243.65,Female,High School,13.81,Gold,0
30,41342.05,Female,Master,370.73,Platinum,0
45,49606.42,Male,High School,123.12,Silver,1
66,49223.89,Other,Master,2274.95,Gold,0
42,73423.87,Male,PhD,427.17,Silver,1
50,55575.75,Male,High School,74.18,Platinum,0
55,78716.13,Female,High School,583.6,Gold,0
23,49897.64,Male,Master,1140.14,Platinum,1
61,64184.91,Female,PhD,683.6,Platinum,0
62,47469.79,Other,Bachelor,39.76,Platinum,0
49,92177.24,Other,PhD,1131.13,Gold,0
62,42186.02,Other,Master,789.77,Bronze,1
64,64647.31,Male,PhD,86.17,Gold,1
38,69506.65,Female,Master,26.59,Platinum,0
33,66206.99,Other,Master,407.44,Gold,0
38,57220.69,Female,Bachelor,84.82,Platinum,1
28,58052.69,Female,High School,899.67,Bronze,0
54,60657.17,Other,Master,221.84,Silver,0
53,57794.97,Other,Master,1220.31,Bronze,0
52,74458.19,Female,Bachelor,417.0,Bronze,0
36,93157.85,Other,Master,100.86,Silver,0
37,51637.62,Female,High School,75.18,Gold,0
35,39452.96,Female,Bachelor,429.57,Silver,0
64,58675.77,Other,High School,717.5,Gold,1
58,98695.64,Male,High School,760.5,Gold,0
66,47944.88,Other,Bachelor,161.31,Platinum,0
31,84586.75,Male,Master,114.23,Platinum,0
32,85165.51,Female,High School,8.45,Silver,0
48,51696.18,Female,High School,568.47,Bronze,0
18,68534.75,Male,High School,39.83,Silver,0
20,84425.95,Female,High School,273.02,Gold,0
33,54313.08,Male,Bachelor,460.25,Platinum,1
40,56946.29,Male,Bachelor,1383.18,Silver,0
28,51274.79,Female,PhD,186.84,Silver,0
29,44778.65,Male,PhD,143.69,Platinum,0
27,50260.84,Other,High School,530.89,Platinum,1
49,41640.9,Other,Master,482.79,Platinum,0
33,60511.25,Female,High School,201.82,Gold,0
25,48450.4,Female,Master,1316.25,Platinum,0
55,63506.79,Male,High School,931.72,Bronze,0
29,36661.57,Male,PhD,126.79,Silver,0
41,64963.2,Male,PhD,136.65,Platinum,0
45,72502.93,Male,Master,359.03,Platinum,1
25,30093.97,Other,High School,742.66,Gold,1
45,65610.85,Other,Master,22.52,Gold,0
53,78415.03,Female,PhD,591.0,Silver,1
43,41855.38,Male,High School,522.4,Bronze,0
25,85088.59,Male,High School,131.64,Silver,0
67,66285.29,Female,Master,571.84,Platinum,0
45,49424.82,Male,Bachelor,1408.23,Bronze,0
45,59163.46,Male,Master,23.96,Bronze,1
54,68374.9,Male,PhD,192.58,Bronze,0
58,61140.08,Male,PhD,288.28,Bronze,0
53,68081.34,Male,PhD,1147.61,Silver,0
44,46189.9,Female,PhD,1638.54,Gold,0
34,62540.41,Male,PhD,293.6,Gold,0
26,38794.28,Female,Bachelor,693.2,Platinum,0
50,58331.61,Male,High School,379.28,Gold,0
37,46441.39,Other,Master,385.86,Gold,1
30,48967.05,Other,Master,162.93,Gold,1
45,78541.4,Other,PhD,122.28,Gold,0
65,76369.65,Other,Master,169.84,Platinum,1
46,69137.07,Female,PhD,406.33,Silver,0
30,43615.31,Female,Bachelor,14.79,Bronze,0
63,55253.87,Male,Bachelor,1188.92,Gold,0
52,78196.47,Other,High School,84.97,Silver,0
23,62125.75,Female,Bachelor,124.29,Gold,0
35,94789.94,Male,Bachelor,365.19,Gold,0
68,65899.77,Male,High School,619.14,Bronze,0
22,62880.74,Female,Master,50.31,Bronze,0
64,55363.25,Other,PhD,191.14,Bronze,0
42,62003.11,Male,PhD,1731.66,Gold,0
19,57712.95,Other,Master,152.14,Gold,0
27,70621.63,Other,High School,187.75,Gold,0
47,74350.53,Other,Master,905.47,Bronze,0
67,48210.16,Male,Bachelor,25.76,Platinum,0
62,40031.51,Other,High School,312.38,Silver,0
22,32456.92,Male,High School,238.71,Platinum,1
50,67619.87,Other,High School,190.33,Gold,0
18,43449.5,Male,PhD,168.23,Gold,0
35,27706.64,Other,Master,47.91,Platinum,0
49,65828.68,Female,High School,189.04,Gold,1
64,97394.99,Other,High School,22.0,Silver,0
66,59908.94,Other,High School,759.26,Gold,0
28,72577.36,Male,Master,253.94,Silver,1
38,61227.44,Male,PhD,293.41,Platinum,0
43,58516.66,Other,Bachelor,1120.25,Platinum,0
42,73786.15,Female,PhD,536.55,Gold,0
39,55645.88,Female,High School,4.05,Silver,0
44,64010.88,Male,PhD,1433.89,Gold,0
66,64825.47,Female,PhD,135.34,Bronze,0
30,49978.64,Other,Bachelor,56.93,Bronze,0
50,74880.64,Male,Master,730.79,Bronze,0
51,57375.6,Other,Master,347.05,Bronze,0
58,48663.82,Male,PhD,284.38,Gold,0
52,68047.65,Male,PhD,143.51,Bronze,0
18,46522.98,Male,Master,396.45,Silver,1
38,60422.72,Male,Master,160.37,Platinum,0
65,59863.22,Female,Bachelor,1159.27,Platinum,1
23,76288.43,Other,High School,121.17,Bronze,0
45,67120.47,Other,PhD,1078.62,Bronze,0
34,59624.6,Other,Master,409.82,Bronze,0
22,72266.49,Male,PhD,881.55,Gold,0
48,80853.11,Female,PhD,623.87,Platinum,0
22,68367.15,Other,Master,596.51,Bronze,0
55,60155.29,Female,Bachelor,196.04,Silver,1
20,40322.46,Male,PhD,133.22,Bronze,0
40,44023.3,Other,Bachelor,118.42,Platinum,0
54,55421.63,Female,Master,973.13,Bronze,0
54,50857.32,Male,High School,858.59,Platinum,1
27,57195.43,Female,High School,290.42,Bronze,0
27,60849.75,Other,PhD,71.01,Silver,0
36,67945.39,Other,Master,240.84,Bronze,0
34,58942.52,Male,Bachelor,482.93,Silver,0
38,67297.52,Male,PhD,302.94,Silver,0
31,60967.12,Male,Master,757.49,Bronze,0
26,30368.0,Female,Master,3020.92,Silver,0
63,45909.97,Female,Bachelor,106.06,Gold,0
18,57838.69,Female,PhD,307.77,Bronze,0
68,41854.58,Male,Master,281.92,Bronze,0
62,68998.93,Other,Master,181.56,Silver,1
30,82961.26,Other,Master,110.38,Silver,0
21,78281.43,Female,Bachelor,33.97,Bronze,0
18,56798.36,Female,PhD,1090.71,Gold,0
66,82360.89,Other,PhD,272.23,Silver,0
57,62230.01,Other,PhD,343.48,Silver,1
49,54943.71,Female,PhD,1244.11,Platinum,0
51,50798.96,Female,High School,748.7,Gold,0
45,55462.95,Other,High School,69.92,Gold,0
48,54177.35,Male,PhD,416.69,Bronze,1
25,62556.24,Female,Bachelor,291.92,Gold,0
56,62408.61,Other,High School,797.79,Bronze,0
43,60045.69,Other,Master,644.1,Platinum,1
51,66554.07,Other,High School,586.25,Gold,0
20,77859.69,Other,Master,208.17,Silver,0
67,74243.31,Male,PhD,817.28,Platinum,0
29,37726.53,Other,High School,26.91,Bronze,0
18,21691.18,Female,Bachelor,86.95,Platinum,0
61,74014.8,Male,High School,204.45,Bronze,0
22,39496.82,Other,High School,39.96,Platinum,1
47,56628.52,Male,High School,133.94,Bronze,0
47,42448.3,Female,PhD,886.42,Gold,0
34,32970.29,Other,Bachelor,1480.68,Silver,0
65,68121.94,Female,High School,181.64,Bronze,0
64,71387.33,Other,Bachelor,153.61,Platinum,0
40,51352.34,Other,PhD,164.18,Bronze,0
32,21134.37,Other,Master,162.67,Bronze,0
54,51806.33,Other,High School,18.3,Bronze,0
38,65877.06,Other,Bachelor,1308.08,Platinum,1
31,37816.33,Male,Bachelor,120.21,Silver,1
19,62750.4,Other,PhD,272.37,Gold,0
28,59770.35,Other,High School,4.87,Silver,0
68,68689.37,Male,Master,975.81,Bronze,0
56,61793.71,Male,Bachelor,656.81,Platinum,0
55,45403.97,Male,High School,1466.44,Silver,0
51,77948.57,Male,Master,760.75,Bronze,0
55,57622.06,Male,Bachelor,188.22,Gold,0
67,59590.43,Male,Bachelor,142.43,Gold,0
51,46000.98,Other,Master,598.19,Gold,0
35,53350.77,Other,Master,226.37,Bronze,0
47,46727.96,Female,PhD,417.6,Platinum,0
32,57405.81,Other,High School,3.14,Silver,0
44,85675.63,Other,High School,31.94,Gold,0
68,39421.48,Male,PhD,383.25,Bronze,0
51,35796.58,Male,Bachelor,417.44,Bronze,1
69,82067.55,Other,Master,696.06,Silver,0
55,56860.14,Female,Master,70.76,Gold,0
50,49963.91,Male,Master,359.93,Bronze,0
41,75598.57,Other,Bachelor,108.11,Silver,1
32,50915.77,Other,Master,48.91,Platinum,0
47,87390.15,Female,Master,264.24,Platinum,0
59,70168.89,Female,PhD,89.17,Platinum,1
68,52681.33,Male,Bachelor,125.37,Gold,1
34,92359.62,Female,High School,191.04,Silver,1
22,50914.28,Other,PhD,150.14,Silver,1
46,71131.43,Other,PhD,45.83,Bronze,1
21,64489.39,Female,High School,47.11,Bronze,0
27,79526.12,Female,PhD,107.37,Bronze,0
34,83422.67,Female,Bachelor,25.94,Silver,0
27,60480.06,Female,Master,492.36,Bronze,0
34,48698.73,Male,Bachelor,169.37,Silver,0
37,66899.58,Female,High School,164.08,Silver,0
41,49834.27,Male,High School,201.73,Platinum,0
22,90200.81,Other,PhD,543.53,Bronze,0
51,62048.03,Female,Bachelor,1022.55,Platinum,0
23,54520.18,Male,Bachelor,711.66,Gold,0
19,62770.2,Female,High School,650.11,Gold,0
30,39793.11,Other,Bachelor,331.2,Gold,0
60,45425.79,Other,High School,591.77,Silver,0
60,78006.21,Other,Bachelor,402.33,Silver,0
65,50146.59,Female,Bachelor,121.83,Silver,0
28,44296.34,Female,Bachelor,116.97,Bronze,0
68,68049.79,Male,High School,175.77,Platinum,0
64,77785.56,Other,PhD,1208.45,Silver,0
40,70784.3,Female,Bachelor,396.39,Platinum,0
33,74940.72,Other,High School,661.95,Platinum,1
48,48648.07,Other,High School,212.75,Platinum,0
28,38672.84,Male,Bachelor,261.88,Bronze,0
33,82520.0,Male,Bachelor,67.09,Bronze,0
25,55159.8,Male,PhD,93.95,Gold,0
21,56237.5,Male,High School,878.26,Gold,0
57,79922.91,Other,High School,439.54,Platinum,0
21,68343.45,Male,Master,205.89,Gold,0
42,66838.32,Male,High School,811.9,Platinum,0
20,92475.04,Male,PhD,141.53,Bronze,0
49,50347.23,Male,Master,1865.53,Bronze,0
20,73917.6,Other,Master,211.42,Bronze,0
44,60855.2,Male,Master,205.72,Silver,1
46,64028.88,Other,Bachelor,186.92,Platinum,0
49,82927.03,Female,Bachelor,65.12,Bronze,0
67,67617.54,Other,High School,58.91,Platinum,0
68,68074.44,Other,Master,522.21,Gold,0
36,76087.61,Male,PhD,1040.19,Gold,0
38,54525.71,Female,Bachelor,781.56,Bronze,0
22,47411.85,Female,PhD,76.06,Platinum,1
35,44327.86,Female,PhD,394.37,Bronze,0
45,30504.65,Female,Bachelor,55.8,Gold,1
59,90843.11,Other,Bachelor,23.18,Bronze,0
39,43451.87,Female,Bachelor,534.12,Platinum,1
38,56681.2,Other,Bachelor,383.02,Gold,0
23,55847.8,Other,Master,42.79,Silver,0
18,64611.1,Other,Master,17.78,Gold,0
22,72236.06,Female,Master,2290.55,Silver,0
58,72907.1,Male,Master,15.24,Bronze,1
29,51253.84,Male,High School,293.97,Bronze,0
43,57493.17,Female,Master,351.21,Platinum,0
63,64238.7,Male,Bachelor,62.37,Silver,0
51,56269.63,Male,PhD,92.6,Bronze,0
66,84110.18,Other,Master,216.78,Silver,0
31,67364.62,Other,High School,717.06,Bronze,0
43,71023.17,Female,Bachelor,353.71,Gold,0
62,69943.22,Female,PhD,507.92,Bronze,1
44,77602.11,Male,PhD,2105.71,Platinum,0
26,62715.32,Other,Master,730.52,Gold,0
43,40547.52,Female,PhD,284.9,Platinum,0
64,65995.32,Female,Master,295.69,Gold,0
39,50229.65,Female,Master,482.18,Silver,0
64,52070.75,Female,Bachelor,547.36,Platinum,0
47,68795.46,Female,Bachelor,347.29,Bronze,0
60,78574.25,Female,High School,517.62,Silver,0
65,60319.07,Male,Bachelor,11.91,Bronze,1
34,64632.5,Other,Bachelor,280.73,Gold,0
43,85533.22,Other,Master,163.52,Gold,0
53,63611.3,Female,Bachelor,69.16,Bronze,1
18,99025.25,Other,Master,52.43,Bronze,1
25,68482.64,Other,Master,462.15,Silver,0
66,33588.56,Other,Bachelor,370.75,Bronze,0
52,71300.12,Female,High School,146.24,Platinum,0
69,65717.38,Female,High School,318.34,Platinum,1
32,79346.29,Other,PhD,338.87,Bronze,1
64,70097.72,Other,PhD,108.46,Platinum,0
39,57923.16,Female,Bachelor,527.91,Bronze,0
31,41635.53,Male,High School,759.16,Silver,0
43,56864.65,Other,Master,783.82,Platinum,0
45,47242.19,Male,PhD,461.24,Platinum,0
40,51292.15,Other,Master,358.35,Bronze,0
31,68828.68,Male,PhD,31.47,Platinum,1
41,85048.57,Male,Bachelor,169.72,Gold,0
19,65920.07,Male,High School,48.96,Silver,0
62,42061.75,Female,PhD,1659.67,Silver,0
43,66669.04,Male,High School,72.56,Platinum,0
31,77949.47,Male,Master,82.3,Platinum,0
68,50853.26,Male,Bachelor,1101.72,Gold,0
24,57989.74,Other,High School,1440.56,Gold,0
20,60220.32,Male,Bachelor,725.85,Platinum,1
64,48226.53,Other,High School,2.71,Platinum,0
40,69724.21,Male,Master,0.67,Gold,0
63,58185.78,Male,Master,237.49,Bronze,0
60,66292.99,Female,Bachelor,77.39,Gold,0
64,46687.62,Other,Master,9.28,Bronze,0
62,53438.13,Male,PhD,311.87,Silver,0
35,70835.72,Other,High School,1432.9,Silver,0
55,54407.5,Other,Master,195.65,Gold,0
